image,selected_pair,embedding_cost,attack_name,nc_adaptive,nc_standard,psnr_adaptive,psnr_standard,ssim_adaptive,ssim_standard,alpha_adaptive,nc_adaptive_strength,ber_adaptive_strength,psnr_adaptive_strength,ssim_adaptive_strength
kodim15.png,"(4,7)/(5,7)",0.11787878207396499,gaussian_blur_5x5,0.986328125,0.953125,30.315048018423564,30.449398788179337,0.8959953846138765,0.8922552739601325,0.13383598762591006,0.986328125,0.0068359375,30.314981814722046,0.895993353991899
kodim16.png,"(7,4)/(7,7)",0.18431567978385233,real_esrgan,0.8984375,0.908203125,31.571716630820085,31.409650080417578,0.9174166404627918,0.9138086816089204,0.13716890192909142,0.90234375,0.048828125,31.570927199928374,0.9173833773086554
kodim16.png,"(7,4)/(7,7)",0.18431567978385233,jpeg_compression_q50,0.80859375,1.0,32.88805516457422,32.76994235569436,0.8934190190546917,0.8830287058874231,0.13716890192909142,0.80859375,0.095703125,32.88556575500286,0.8934033468119419
kodim16.png,"(7,4)/(7,7)",0.18431567978385233,gaussian_blur_5x5,0.98828125,0.984375,30.37763866766737,30.369052036082486,0.8467878835400501,0.8413282623038599,0.13716890192909142,0.990234375,0.0048828125,30.37762254803686,0.8467936771237595
kodim17.png,"(7,4)/(7,7)",0.20346828124328795,real_esrgan,0.95703125,0.927734375,32.869054002678965,32.283492501424206,0.9476513117110926,0.940025519607597,0.12190080376716622,0.958984375,0.0205078125,32.86840912271794,0.9476206851786634
kodim17.png,"(7,4)/(7,7)",0.20346828124328795,jpeg_compression_q50,0.802734375,1.0,33.31947588962427,33.09213320430243,0.9187814327127318,0.907624905400986,0.12190080376716622,0.806640625,0.0966796875,33.317827710862645,0.9187581724698931
kodim17.png,"(7,4)/(7,7)",0.20346828124328795,gaussian_blur_5x5,0.96875,0.94140625,31.16120805678152,31.213857281889396,0.9126160810158982,0.9080190612505628,0.12190080376716622,0.96875,0.015625,31.160902541185994,0.9126115916616296
kodim18.png,"(7,4)/(7,7)",0.22607794552912153,real_esrgan,0.947265625,0.9375,28.632845239390473,28.471386067487497,0.8843408703496937,0.882620342244396,0.17307412822335158,0.947265625,0.0263671875,28.62673021686315,0.8841373858573042
kodim18.png,"(7,4)/(7,7)",0.22607794552912153,jpeg_compression_q50,0.9140625,0.998046875,29.811074528702836,29.78455254203551,0.8744717251965822,0.8680235967872907,0.17307412822335158,0.923828125,0.0380859375,29.806020728495056,0.8744121107456104
kodim18.png,"(7,4)/(7,7)",0.22607794552912153,gaussian_blur_5x5,0.94921875,0.9296875,27.450506837533794,27.593470903779384,0.8330859787275506,0.8310954249637597,0.17307412822335158,0.955078125,0.0224609375,27.450118664725238,0.8330823022572083
kodim19.png,"(7,4)/(7,7)",0.2360508606229359,real_esrgan,0.857421875,0.833984375,29.26208542752939,28.941529480529,0.9100231335639756,0.9058008428697584,0.16156286663708325,0.859375,0.0703125,29.262303338267706,0.9099459644991925
